단어,좌문맥ID,우문맥ID,가중치(단어비용),품사태그,의미분류,종성 유무,읽기,타입,첫 품사,마지막 품사,표현
가피형성,,,,NNP,*,T,가피형성,*,*,*,*
추간판,,,,NNP,*,T,추간판,*,*,*,*
상한,,,,NNP,*,T,상한,*,*,*,*
택사탕,,,,NNP,*,T,택사탕,*,*,*,*
타각소견,,,,NNP,*,T,타각소견,*,*,*,*
질병통제예방센터,,,,NNP,*,F,질병통제예방센터,*,*,*,*
인삼앵속각탕,,,,NNP,*,T,인삼앵속각탕,*,*,*,*
전만,,,,NNP,*,T,전만,*,*,*,*
영계출감탕,,,,NNP,*,T,영계출감탕,*,*,*,*
후만기형,,,,NNP,*,T,후만기형,*,*,*,*
죽여,,,,NNP,*,F,죽여,*,*,*,*
구갈,,,,NNP,*,T,구갈,*,*,*,*
청기화담환,,,,NNP,*,T,청기화담환,*,*,*,*
황기계지탕,,,,NNP,*,T,황기계지탕,*,*,*,*
소승기탕,,,,NNP,*,T,소승기탕,*,*,*,*
타태,,,,NNP,*,F,타태,*,*,*,*
고랑징후,,,,NNP,*,F,고랑징후,*,*,*,*
자연유산,,,,NNP,*,T,자연유산,*,*,*,*
반지련,,,,NNP,*,T,반지련,*,*,*,*
백부자,,,,NNP,*,F,백부자,*,*,*,*
요추염좌와,,,,NNP,*,F,요추염좌와,*,*,*,*
종기,,,,NNP,*,F,종기,*,*,*,*
황정,,,,NNP,*,T,황정,*,*,*,*
수독,,,,NNP,*,T,수독,*,*,*,*
학슬풍,,,,NNP,*,T,학슬풍,*,*,*,*
혈류장애,,,,NNP,*,F,혈류장애,*,*,*,*
십이미관중탕,,,,NNP,*,T,십이미관중탕,*,*,*,*
안쪽곁인대,,,,NNP,*,F,안쪽곁인대,*,*,*,*
티눈,,,,NNP,*,T,티눈,*,*,*,*
차이점,,,,NNP,*,T,차이점,*,*,*,*
신장,,,,NNP,*,T,신장,*,*,*,*
심담허겁,,,,NNP,*,T,심담허겁,*,*,*,*
산후하복통,,,,NNP,*,T,산후하복통,*,*,*,*
무릎의,,,,NNP,*,F,무릎의,*,*,*,*
청간탕,,,,NNP,*,T,청간탕,*,*,*,*
엄지벌림근,,,,NNP,*,T,엄지벌림근,*,*,*,*
폐기허증,,,,NNP,*,T,폐기허증,*,*,*,*
마자인환,,,,NNP,*,T,마자인환,*,*,*,*
청서익기탕,,,,NNP,*,T,청서익기탕,*,*,*,*
오덕한오유성,,,,NNP,*,T,오덕한오유성,*,*,*,*
노쇠의,,,,NNP,*,F,노쇠의,*,*,*,*
삼인탕,,,,NNP,*,T,삼인탕,*,*,*,*
두덩정강근,,,,NNP,*,T,두덩정강근,*,*,*,*
노신경,,,,NNP,*,T,노신경,*,*,*,*
상소,,,,NNP,*,F,상소,*,*,*,*
손발톱,,,,NNP,*,T,손발톱,*,*,*,*
하지직거상운동,,,,NNP,*,T,하지직거상운동,*,*,*,*
혈관염,,,,NNP,*,T,혈관염,*,*,*,*
지출환,,,,NNP,*,T,지출환,*,*,*,*
B12,,,,NNP,*,T,B12,*,*,*,*
조루,,,,NNP,*,F,조루,*,*,*,*
통순산,,,,NNP,*,T,통순산,*,*,*,*
관동화,,,,NNP,*,F,관동화,*,*,*,*
대장습열증,,,,NNP,*,T,대장습열증,*,*,*,*
포도막염,,,,NNP,*,T,포도막염,*,*,*,*
마황근,,,,NNP,*,T,마황근,*,*,*,*
안쪽,,,,NNP,*,T,안쪽,*,*,*,*
발한장애,,,,NNP,*,F,발한장애,*,*,*,*
점액부종,,,,NNP,*,T,점액부종,*,*,*,*
복령,,,,NNP,*,T,복령,*,*,*,*
이두근건,,,,NNP,*,T,이두근건,*,*,*,*
민방금은화탕,,,,NNP,*,T,민방금은화탕,*,*,*,*
성향정기산,,,,NNP,*,T,성향정기산,*,*,*,*
피부소양,,,,NNP,*,T,피부소양,*,*,*,*
보조기,,,,NNP,*,F,보조기,*,*,*,*
낙설질환,,,,NNP,*,T,낙설질환,*,*,*,*
탄력벨트,,,,NNP,*,F,탄력벨트,*,*,*,*
모려,,,,NNP,*,F,모려,*,*,*,*
옻오름,,,,NNP,*,T,옻오름,*,*,*,*
심통철배,,,,NNP,*,F,심통철배,*,*,*,*
이진탕과,,,,NNP,*,F,이진탕과,*,*,*,*
담옹기천,,,,NNP,*,T,담옹기천,*,*,*,*
음양화평인,,,,NNP,*,T,음양화평인,*,*,*,*
인동,,,,NNP,*,T,인동,*,*,*,*
석예초,,,,NNP,*,F,석예초,*,*,*,*
활액,,,,NNP,*,T,활액,*,*,*,*
기타,,,,NNP,*,F,기타,*,*,*,*
비불통혈증,,,,NNP,*,T,비불통혈증,*,*,*,*
치료,,,,NNP,*,F,치료,*,*,*,*
포제,,,,NNP,*,F,포제,*,*,*,*
돌림근띠,,,,NNP,*,F,돌림근띠,*,*,*,*
괴사궤양윗몸염,,,,NNP,*,T,괴사궤양윗몸염,*,*,*,*
승지조위탕,,,,NNP,*,T,승지조위탕,*,*,*,*
장부변증,,,,NNP,*,T,장부변증,*,*,*,*
계지,,,,NNP,*,F,계지,*,*,*,*
부인과,,,,NNP,*,F,부인과,*,*,*,*
한열,,,,NNP,*,T,한열,*,*,*,*
강향,,,,NNP,*,T,강향,*,*,*,*
강향(강진향),,,,NNP,*,T,강향(강진향),*,*,*,*
기립근,,,,NNP,*,T,기립근,*,*,*,*
수핵탈출증,,,,NNP,*,T,수핵탈출증,*,*,*,*
오한,,,,NNP,*,T,오한,*,*,*,*
뇌간혈관,,,,NNP,*,T,뇌간혈관,*,*,*,*
보생안태음,,,,NNP,*,T,보생안태음,*,*,*,*
흡수장애,,,,NNP,*,F,흡수장애,*,*,*,*
냉비,,,,NNP,*,F,냉비,*,*,*,*
연쇄상구균,,,,NNP,*,T,연쇄상구균,*,*,*,*
요인,,,,NNP,*,T,요인,*,*,*,*
우울증과,,,,NNP,*,F,우울증과,*,*,*,*
이뇨해독,,,,NNP,*,T,이뇨해독,*,*,*,*
양성종양,,,,NNP,*,T,양성종양,*,*,*,*
탈수초성질환,,,,NNP,*,T,탈수초성질환,*,*,*,*
보혈화혈,,,,NNP,*,T,보혈화혈,*,*,*,*
포궁허한증,,,,NNP,*,T,포궁허한증,*,*,*,*
포궁혈열증,,,,NNP,*,T,포궁혈열증,*,*,*,*
향사육군자탕과,,,,NNP,*,F,향사육군자탕과,*,*,*,*
산후,,,,NNP,*,F,산후,*,*,*,*
간기범위,,,,NNP,*,F,간기범위,*,*,*,*
플라이오메트릭,,,,NNP,*,T,플라이오메트릭,*,*,*,*
익모고,,,,NNP,*,F,익모고,*,*,*,*
몸,,,,NNP,*,T,몸,*,*,*,*
허리하부촉진,,,,NNP,*,T,허리하부촉진,*,*,*,*
하부,,,,NNP,*,F,하부,*,*,*,*
단삼보혈탕,,,,NNP,*,T,단삼보혈탕,*,*,*,*
견봉하(삼각근하),,,,NNP,*,T,견봉하(삼각근하),*,*,*,*
아메바증,,,,NNP,*,T,아메바증,*,*,*,*
간화,,,,NNP,*,F,간화,*,*,*,*
복시,,,,NNP,*,F,복시,*,*,*,*
장경인대,,,,NNP,*,F,장경인대,*,*,*,*
위팔오목,,,,NNP,*,T,위팔오목,*,*,*,*
호흡기,,,,NNP,*,F,호흡기,*,*,*,*
이갈이,,,,NNP,*,F,이갈이,*,*,*,*
밀타승,,,,NNP,*,T,밀타승,*,*,*,*
어성초,,,,NNP,*,F,어성초,*,*,*,*
신경과다,,,,NNP,*,F,신경과다,*,*,*,*
도한,,,,NNP,*,T,도한,*,*,*,*
양예수,,,,NNP,*,F,양예수,*,*,*,*
팔각회향,,,,NNP,*,T,팔각회향,*,*,*,*
비기질적통증의,,,,NNP,*,F,비기질적통증의,*,*,*,*
감염,,,,NNP,*,T,감염,*,*,*,*
뒤무직,,,,NNP,*,T,뒤무직,*,*,*,*
평간식풍약,,,,NNP,*,T,평간식풍약,*,*,*,*
투농산간경습열증,,,,NNP,*,T,투농산간경습열증,*,*,*,*
중비도,,,,NNP,*,F,중비도,*,*,*,*
회전근개,,,,NNP,*,F,회전근개,*,*,*,*
추구하는,,,,NNP,*,T,추구하는,*,*,*,*
척추기저부,,,,NNP,*,F,척추기저부,*,*,*,*
현삼,,,,NNP,*,T,현삼,*,*,*,*
음낭수종,,,,NNP,*,T,음낭수종,*,*,*,*
혈어증,,,,NNP,*,T,혈어증,*,*,*,*
간비불화증,,,,NNP,*,T,간비불화증,*,*,*,*
인지장애,,,,NNP,*,F,인지장애,*,*,*,*
척추통증,,,,NNP,*,T,척추통증,*,*,*,*
토복령,,,,NNP,*,T,토복령,*,*,*,*
방광습열증,,,,NNP,*,T,방광습열증,*,*,*,*
넓적다리,,,,NNP,*,F,넓적다리,*,*,*,*
석유황,,,,NNP,*,T,석유황,*,*,*,*
엄지쪽손목,,,,NNP,*,T,엄지쪽손목,*,*,*,*
오가피,,,,NNP,*,F,오가피,*,*,*,*
관절증,,,,NNP,*,T,관절증,*,*,*,*
안쪽주름,,,,NNP,*,T,안쪽주름,*,*,*,*
오수유탕,,,,NNP,*,T,오수유탕,*,*,*,*
다발성경화증,,,,NNP,*,T,다발성경화증,*,*,*,*
한응포궁증,,,,NNP,*,T,한응포궁증,*,*,*,*
아교세포,,,,NNP,*,F,아교세포,*,*,*,*
정형성,,,,NNP,*,T,정형성,*,*,*,*
객담,,,,NNP,*,T,객담,*,*,*,*
청훈화담탕,,,,NNP,*,T,청훈화담탕,*,*,*,*
담열옹폐증,,,,NNP,*,T,담열옹폐증,*,*,*,*
당귀탄,,,,NNP,*,T,당귀탄,*,*,*,*
구절초,,,,NNP,*,F,구절초,*,*,*,*
병원획득,,,,NNP,*,T,병원획득,*,*,*,*
규자복령산(금궤),,,,NNP,*,T,규자복령산(금궤),*,*,*,*
지역사회,,,,NNP,*,F,지역사회,*,*,*,*
노쪽손목평근,,,,NNP,*,T,노쪽손목평근,*,*,*,*
태음마황탕,,,,NNP,*,T,태음마황탕,*,*,*,*
효과,,,,NNP,*,F,효과,*,*,*,*
뒤당김,,,,NNP,*,T,뒤당김,*,*,*,*
산과적,,,,NNP,*,T,산과적,*,*,*,*
양격산화탕,,,,NNP,*,T,양격산화탕,*,*,*,*
하고초,,,,NNP,*,F,하고초,*,*,*,*
영지,,,,NNP,*,F,영지,*,*,*,*
낭사고,,,,NNP,*,F,낭사고,*,*,*,*
넙다리관절,,,,NNP,*,T,넙다리관절,*,*,*,*
유방,,,,NNP,*,T,유방,*,*,*,*
수포성,,,,NNP,*,T,수포성,*,*,*,*
보익제,,,,NNP,*,F,보익제,*,*,*,*
연교패독산,,,,NNP,*,T,연교패독산,*,*,*,*
우울증,,,,NNP,*,T,우울증,*,*,*,*
조헌가,,,,NNP,*,F,조헌가,*,*,*,*
유산,,,,NNP,*,T,유산,*,*,*,*
골증식,,,,NNP,*,T,골증식,*,*,*,*
대조,,,,NNP,*,F,대조,*,*,*,*
독삼관계이중탕,,,,NNP,*,T,독삼관계이중탕,*,*,*,*
아토픽각결막염,,,,NNP,*,T,아토픽각결막염,*,*,*,*
반하사심탕,,,,NNP,*,T,반하사심탕,*,*,*,*
당귀작약산가미,,,,NNP,*,F,당귀작약산가미,*,*,*,*
관절낭,,,,NNP,*,T,관절낭,*,*,*,*
수동,,,,NNP,*,T,수동,*,*,*,*
임상,,,,NNP,*,T,임상,*,*,*,*
삼릉,,,,NNP,*,T,삼릉,*,*,*,*
간기범위증셔멸,,,,NNP,*,T,간기범위증셔멸,*,*,*,*
부종,,,,NNP,*,T,부종,*,*,*,*
중의학의,,,,NNP,*,F,중의학의,*,*,*,*
당종해당용천,,,,NNP,*,T,당종해당용천,*,*,*,*
청영탕,,,,NNP,*,T,청영탕,*,*,*,*
소풍보심도담탕,,,,NNP,*,T,소풍보심도담탕,*,*,*,*
노로통,,,,NNP,*,T,노로통,*,*,*,*
광과민화,,,,NNP,*,F,광과민화,*,*,*,*
귀출파징탕,,,,NNP,*,T,귀출파징탕,*,*,*,*
사하제,,,,NNP,*,F,사하제,*,*,*,*
동과피,,,,NNP,*,F,동과피,*,*,*,*
세균성,,,,NNP,*,T,세균성,*,*,*,*
아낙시메네스,,,,NNP,*,F,아낙시메네스,*,*,*,*
비복근,,,,NNP,*,T,비복근,*,*,*,*
천마구등음,,,,NNP,*,T,천마구등음,*,*,*,*
정렴,,,,NNP,*,T,정렴,*,*,*,*
두창,,,,NNP,*,T,두창,*,*,*,*
한궐,,,,NNP,*,T,한궐,*,*,*,*
청혈강기탕,,,,NNP,*,T,청혈강기탕,*,*,*,*
과민성,,,,NNP,*,T,과민성,*,*,*,*
견인,,,,NNP,*,T,견인,*,*,*,*
골두,,,,NNP,*,F,골두,*,*,*,*
실패사례,,,,NNP,*,F,실패사례,*,*,*,*
담핵,,,,NNP,*,T,담핵,*,*,*,*
사이드브릿지,,,,NNP,*,F,사이드브릿지,*,*,*,*
고방파,,,,NNP,*,F,고방파,*,*,*,*
불균형,,,,NNP,*,T,불균형,*,*,*,*
기침감기,,,,NNP,*,F,기침감기,*,*,*,*
산후파상풍,,,,NNP,*,T,산후파상풍,*,*,*,*
복분자,,,,NNP,*,F,복분자,*,*,*,*
인두염,,,,NNP,*,T,인두염,*,*,*,*
차전자,,,,NNP,*,F,차전자,*,*,*,*
결흉,,,,NNP,*,T,결흉,*,*,*,*
후비,,,,NNP,*,F,후비,*,*,*,*
기허,,,,NNP,*,F,기허,*,*,*,*
오목부종,,,,NNP,*,T,오목부종,*,*,*,*
간질성폐섬유증,,,,NNP,*,T,간질성폐섬유증,*,*,*,*
디스크,,,,NNP,*,F,디스크,*,*,*,*
제1형,,,,NNP,*,T,제1형,*,*,*,*
조리폐원탕,,,,NNP,*,T,조리폐원탕,*,*,*,*
현상,,,,NNP,*,T,현상,*,*,*,*
건막류,,,,NNP,*,F,건막류,*,*,*,*
안정성,,,,NNP,*,T,안정성,*,*,*,*
맥문동탕,,,,NNP,*,T,맥문동탕,*,*,*,*
증식,,,,NNP,*,T,증식,*,*,*,*
섬수,,,,NNP,*,F,섬수,*,*,*,*
장액성,,,,NNP,*,T,장액성,*,*,*,*
금목팔정산,,,,NNP,*,T,금목팔정산,*,*,*,*
활주,,,,NNP,*,F,활주,*,*,*,*
주패문,,,,NNP,*,T,주패문,*,*,*,*
분신기음,,,,NNP,*,T,분신기음,*,*,*,*
고혈압의,,,,NNP,*,F,고혈압의,*,*,*,*
특징,,,,NNP,*,T,특징,*,*,*,*
요통의,,,,NNP,*,F,요통의,*,*,*,*
오로불하,,,,NNP,*,F,오로불하,*,*,*,*
감초와,,,,NNP,*,F,감초와,*,*,*,*
외측대퇴경피신경,,,,NNP,*,T,외측대퇴경피신경,*,*,*,*
면역체계,,,,NNP,*,F,면역체계,*,*,*,*
외과목,,,,NNP,*,T,외과목,*,*,*,*
신체통,,,,NNP,*,T,신체통,*,*,*,*
기핍,,,,NNP,*,T,기핍,*,*,*,*
조각대황탕,,,,NNP,*,T,조각대황탕,*,*,*,*
심비양허증,,,,NNP,*,T,심비양허증,*,*,*,*
바이러스성,,,,NNP,*,T,바이러스성,*,*,*,*
통합방제,,,,NNP,*,F,통합방제,*,*,*,*
풍치통,,,,NNP,*,T,풍치통,*,*,*,*
사역탕,,,,NNP,*,T,사역탕,*,*,*,*
컬,,,,NNP,*,T,컬,*,*,*,*
접촉피부염,,,,NNP,*,T,접촉피부염,*,*,*,*
상산,,,,NNP,*,T,상산,*,*,*,*
내이염,,,,NNP,*,T,내이염,*,*,*,*
무릎삼출액,,,,NNP,*,T,무릎삼출액,*,*,*,*
기혈변증기허증,,,,NNP,*,T,기혈변증기허증,*,*,*,*
비내재성탈출,,,,NNP,*,T,비내재성탈출,*,*,*,*
색와신경,,,,NNP,*,T,색와신경,*,*,*,*
백급,,,,NNP,*,T,백급,*,*,*,*
구분,,,,NNP,*,T,구분,*,*,*,*
형방패독산,,,,NNP,*,T,형방패독산,*,*,*,*
승마,,,,NNP,*,F,승마,*,*,*,*
만기,,,,NNP,*,F,만기,*,*,*,*
반총산,,,,NNP,*,T,반총산,*,*,*,*
경분감수자웅단,,,,NNP,*,T,경분감수자웅단,*,*,*,*
학습순서,,,,NNP,*,F,학습순서,*,*,*,*
적백하오관중탕,,,,NNP,*,T,적백하오관중탕,*,*,*,*
뜬어깨,,,,NNP,*,F,뜬어깨,*,*,*,*
퇴행골관절염,,,,NNP,*,T,퇴행골관절염,*,*,*,*
석곡,,,,NNP,*,T,석곡,*,*,*,*
탈줄증,,,,NNP,*,T,탈줄증,*,*,*,*
백랄운,,,,NNP,*,T,백랄운,*,*,*,*
혈탈증,,,,NNP,*,T,혈탈증,*,*,*,*
번조,,,,NNP,*,F,번조,*,*,*,*
전상장골능,,,,NNP,*,T,전상장골능,*,*,*,*
만성설사,,,,NNP,*,F,만성설사,*,*,*,*
해대,,,,NNP,*,F,해대,*,*,*,*
산과와,,,,NNP,*,F,산과와,*,*,*,*
생액산,,,,NNP,*,T,생액산,*,*,*,*
용담,,,,NNP,*,T,용담,*,*,*,*
화학수용체,,,,NNP,*,F,화학수용체,*,*,*,*
아과양위탕,,,,NNP,*,T,아과양위탕,*,*,*,*
담결석,,,,NNP,*,T,담결석,*,*,*,*
미세환경,,,,NNP,*,T,미세환경,*,*,*,*
적응,,,,NNP,*,T,적응,*,*,*,*
다허,,,,NNP,*,F,다허,*,*,*,*
우단,,,,NNP,*,T,우단,*,*,*,*
등척성,,,,NNP,*,T,등척성,*,*,*,*
기역증,,,,NNP,*,T,기역증,*,*,*,*
음양곽,,,,NNP,*,T,음양곽,*,*,*,*
신장염,,,,NNP,*,T,신장염,*,*,*,*
형방도적산,,,,NNP,*,T,형방도적산,*,*,*,*
호르몬,,,,NNP,*,T,호르몬,*,*,*,*
생간건비탕가미방,,,,NNP,*,T,생간건비탕가미방,*,*,*,*
기인한,,,,NNP,*,T,기인한,*,*,*,*
정자무력증,,,,NNP,*,T,정자무력증,*,*,*,*
슬와근,,,,NNP,*,T,슬와근,*,*,*,*
조증,,,,NNP,*,T,조증,*,*,*,*
2,,,,NNP,*,T,2,*,*,*,*
행소산,,,,NNP,*,T,행소산,*,*,*,*
골침식,,,,NNP,*,T,골침식,*,*,*,*
낙석등,,,,NNP,*,T,낙석등,*,*,*,*
어깨위,,,,NNP,*,F,어깨위,*,*,*,*
구미,,,,NNP,*,F,구미,*,*,*,*
자신보원탕,,,,NNP,*,T,자신보원탕,*,*,*,*
패독간,,,,NNP,*,T,패독간,*,*,*,*
비위습열증,,,,NNP,*,T,비위습열증,*,*,*,*
쿠션을,,,,NNP,*,T,쿠션을,*,*,*,*
보행,,,,NNP,*,T,보행,*,*,*,*
생모단,,,,NNP,*,T,생모단,*,*,*,*
비기질적압통,,,,NNP,*,T,비기질적압통,*,*,*,*
유부,,,,NNP,*,F,유부,*,*,*,*
굽힘가동술,,,,NNP,*,T,굽힘가동술,*,*,*,*
현대한의학,,,,NNP,*,T,현대한의학,*,*,*,*
복중적괴,,,,NNP,*,F,복중적괴,*,*,*,*
저령,,,,NNP,*,T,저령,*,*,*,*
천식,,,,NNP,*,T,천식,*,*,*,*
한체간맥증,,,,NNP,*,T,한체간맥증,*,*,*,*
소화불량,,,,NNP,*,T,소화불량,*,*,*,*
관절와상완,,,,NNP,*,T,관절와상완,*,*,*,*
인진호,,,,NNP,*,F,인진호,*,*,*,*
안전백호탕,,,,NNP,*,T,안전백호탕,*,*,*,*
폐비양허증,,,,NNP,*,T,폐비양허증,*,*,*,*
중한복통,,,,NNP,*,T,중한복통,*,*,*,*
산화질소,,,,NNP,*,F,산화질소,*,*,*,*
누워,,,,NNP,*,F,누워,*,*,*,*
황기건중탕,,,,NNP,*,T,황기건중탕,*,*,*,*
청장캡슐,,,,NNP,*,T,청장캡슐,*,*,*,*
건륭황제,,,,NNP,*,F,건륭황제,*,*,*,*
일차두통질환,,,,NNP,*,T,일차두통질환,*,*,*,*
산후허로,,,,NNP,*,F,산후허로,*,*,*,*
생맥산,,,,NNP,*,T,생맥산,*,*,*,*
기본적,,,,NNP,*,T,기본적,*,*,*,*
약능과,,,,NNP,*,F,약능과,*,*,*,*
뒤쪽불안정시,,,,NNP,*,F,뒤쪽불안정시,*,*,*,*
중심관절,,,,NNP,*,T,중심관절,*,*,*,*
과체,,,,NNP,*,F,과체,*,*,*,*
삼각근,,,,NNP,*,T,삼각근,*,*,*,*
과제,,,,NNP,*,F,과제,*,*,*,*
작약감초부자탕,,,,NNP,*,T,작약감초부자탕,*,*,*,*
코와,,,,NNP,*,F,코와,*,*,*,*
시호가용골모려탕,,,,NNP,*,T,시호가용골모려탕,*,*,*,*
해표이진탕,,,,NNP,*,T,해표이진탕,*,*,*,*
신수부족,,,,NNP,*,T,신수부족,*,*,*,*
박하,,,,NNP,*,F,박하,*,*,*,*
발가락,,,,NNP,*,T,발가락,*,*,*,*
척추,,,,NNP,*,F,척추,*,*,*,*
탈모,,,,NNP,*,F,탈모,*,*,*,*
골수부종증후군,,,,NNP,*,T,골수부종증후군,*,*,*,*
활석고삼탕,,,,NNP,*,T,활석고삼탕,*,*,*,*
대시호탕숯,,,,NNP,*,T,대시호탕숯,*,*,*,*
열극생풍증,,,,NNP,*,T,열극생풍증,*,*,*,*
도적강기탕,,,,NNP,*,T,도적강기탕,*,*,*,*
추축변위,,,,NNP,*,F,추축변위,*,*,*,*
활투침선,,,,NNP,*,T,활투침선,*,*,*,*
애성,,,,NNP,*,T,애성,*,*,*,*
흉터형성,,,,NNP,*,T,흉터형성,*,*,*,*
견봉하,,,,NNP,*,F,견봉하,*,*,*,*
어깨올림근,,,,NNP,*,T,어깨올림근,*,*,*,*
혈붕,,,,NNP,*,T,혈붕,*,*,*,*
몸쪽,,,,NNP,*,T,몸쪽,*,*,*,*
신중진양,,,,NNP,*,T,신중진양,*,*,*,*
부전,,,,NNP,*,T,부전,*,*,*,*
항문통,,,,NNP,*,T,항문통,*,*,*,*
힙브릿지,,,,NNP,*,F,힙브릿지,*,*,*,*
뼈자름술,,,,NNP,*,T,뼈자름술,*,*,*,*
두근거림,,,,NNP,*,T,두근거림,*,*,*,*
죽력,,,,NNP,*,T,죽력,*,*,*,*
화위이진전,,,,NNP,*,T,화위이진전,*,*,*,*
폐렴의,,,,NNP,*,F,폐렴의,*,*,*,*
앞십자인대,,,,NNP,*,F,앞십자인대,*,*,*,*
무균성괴사,,,,NNP,*,F,무균성괴사,*,*,*,*
외,,,,NNP,*,F,외,*,*,*,*
단백다당,,,,NNP,*,T,단백다당,*,*,*,*
신기허,,,,NNP,*,F,신기허,*,*,*,*
증상의,,,,NNP,*,F,증상의,*,*,*,*
끝느낌,,,,NNP,*,T,끝느낌,*,*,*,*
혈관흉곽출구증후군,,,,NNP,*,T,혈관흉곽출구증후군,*,*,*,*
대퇴과골,,,,NNP,*,T,대퇴과골,*,*,*,*
소합향,,,,NNP,*,T,소합향,*,*,*,*
평균,,,,NNP,*,T,평균,*,*,*,*
허로,,,,NNP,*,F,허로,*,*,*,*
정력자,,,,NNP,*,F,정력자,*,*,*,*
냉증의,,,,NNP,*,F,냉증의,*,*,*,*
중풍설음,,,,NNP,*,T,중풍설음,*,*,*,*
유불소,,,,NNP,*,F,유불소,*,*,*,*
간비노울,,,,NNP,*,T,간비노울,*,*,*,*
웅담,,,,NNP,*,T,웅담,*,*,*,*
여열,,,,NNP,*,T,여열,*,*,*,*
체열,,,,NNP,*,T,체열,*,*,*,*
확대,,,,NNP,*,F,확대,*,*,*,*
두개내,,,,NNP,*,F,두개내,*,*,*,*
졸도,,,,NNP,*,F,졸도,*,*,*,*
발레부상,,,,NNP,*,T,발레부상,*,*,*,*
일차성위마비,,,,NNP,*,F,일차성위마비,*,*,*,*
선퇴,,,,NNP,*,F,선퇴,*,*,*,*
산약보폐원탕,,,,NNP,*,T,산약보폐원탕,*,*,*,*
마취제,,,,NNP,*,F,마취제,*,*,*,*
장티푸스,,,,NNP,*,F,장티푸스,*,*,*,*
알레르기,,,,NNP,*,F,알레르기,*,*,*,*
보익약,,,,NNP,*,T,보익약,*,*,*,*
활용사례,,,,NNP,*,F,활용사례,*,*,*,*
척추기저동맥,,,,NNP,*,T,척추기저동맥,*,*,*,*
소목,,,,NNP,*,T,소목,*,*,*,*
삼선산,,,,NNP,*,T,삼선산,*,*,*,*
우공산,,,,NNP,*,T,우공산,*,*,*,*
위령선,,,,NNP,*,T,위령선,*,*,*,*
광알레르기,,,,NNP,*,F,광알레르기,*,*,*,*
신발착용,,,,NNP,*,T,신발착용,*,*,*,*
궁둥구멍근,,,,NNP,*,T,궁둥구멍근,*,*,*,*
외감풍한,,,,NNP,*,T,외감풍한,*,*,*,*
통합방제학의학회,,,,NNP,*,F,통합방제학의학회,*,*,*,*
신허요통,,,,NNP,*,T,신허요통,*,*,*,*
한방병의원,,,,NNP,*,T,한방병의원,*,*,*,*
인진,,,,NNP,*,T,인진,*,*,*,*
해조,,,,NNP,*,F,해조,*,*,*,*
손목림프,,,,NNP,*,F,손목림프,*,*,*,*
궁귀조혈음,,,,NNP,*,T,궁귀조혈음,*,*,*,*
후추,,,,NNP,*,F,후추,*,*,*,*
간화상염증,,,,NNP,*,T,간화상염증,*,*,*,*
일정형의,,,,NNP,*,F,일정형의,*,*,*,*
말렛발가락,,,,NNP,*,T,말렛발가락,*,*,*,*
vs,,,,NNP,*,T,vs,*,*,*,*
강황,,,,NNP,*,T,강황,*,*,*,*
비뇨기계질환,,,,NNP,*,T,비뇨기계질환,*,*,*,*
익돌관,,,,NNP,*,T,익돌관,*,*,*,*
석고,,,,NNP,*,F,석고,*,*,*,*
형성,,,,NNP,*,T,형성,*,*,*,*
상부,,,,NNP,*,F,상부,*,*,*,*
곤담환,,,,NNP,*,T,곤담환,*,*,*,*
등허리부위근육,,,,NNP,*,T,등허리부위근육,*,*,*,*
갈근탕,,,,NNP,*,T,갈근탕,*,*,*,*
지골피,,,,NNP,*,F,지골피,*,*,*,*
반위,,,,NNP,*,F,반위,*,*,*,*
공동증,,,,NNP,*,T,공동증,*,*,*,*
전음성,,,,NNP,*,T,전음성,*,*,*,*
사철쑥,,,,NNP,*,T,사철쑥,*,*,*,*
직장탈출증,,,,NNP,*,T,직장탈출증,*,*,*,*
승양익기부자탕,,,,NNP,*,T,승양익기부자탕,*,*,*,*
사백산,,,,NNP,*,T,사백산,*,*,*,*
백편두,,,,NNP,*,F,백편두,*,*,*,*
고목,,,,NNP,*,T,고목,*,*,*,*
여신탕,,,,NNP,*,T,여신탕,*,*,*,*
관절순병변,,,,NNP,*,T,관절순병변,*,*,*,*
간화범폐증,,,,NNP,*,T,간화범폐증,*,*,*,*
청안소합원,,,,NNP,*,T,청안소합원,*,*,*,*
필로리균,,,,NNP,*,T,필로리균,*,*,*,*
제민왕,,,,NNP,*,T,제민왕,*,*,*,*
활당,,,,NNP,*,T,활당,*,*,*,*
승기조위탕,,,,NNP,*,T,승기조위탕,*,*,*,*
조갑의,,,,NNP,*,F,조갑의,*,*,*,*
종양괴사인자,,,,NNP,*,F,종양괴사인자,*,*,*,*
파이로리,,,,NNP,*,F,파이로리,*,*,*,*
감각운동,,,,NNP,*,T,감각운동,*,*,*,*
세모근,,,,NNP,*,T,세모근,*,*,*,*
내생발톱,,,,NNP,*,T,내생발톱,*,*,*,*
광선노출부위발진,,,,NNP,*,T,광선노출부위발진,*,*,*,*
육군자탕,,,,NNP,*,T,육군자탕,*,*,*,*
번스트레스,,,,NNP,*,F,번스트레스,*,*,*,*
마황조위탕,,,,NNP,*,T,마황조위탕,*,*,*,*
향소산과,,,,NNP,*,F,향소산과,*,*,*,*
비위허한,,,,NNP,*,T,비위허한,*,*,*,*
토불능제수,,,,NNP,*,F,토불능제수,*,*,*,*
